fldb_vessel_id,forced_labor_indicator,brief_narrative,eyewitness_account,official_investigation,non_official_investigations,arrests_made,charges_filed,conviction_made,penalties_sanctioned,source_1,source_2,source_3,source_4,source_5,mmsi,year,flag,gear
172,Physical and sexual violence,"Fijian crewman Fesaitu (Itu) Riamkau was killed aboard Taiwanese tuna longliner Gilontas No. 353. Initially, when sharing the news with Itu's family, the vessel's agent claimed that he got drunk, fell overboard and drowned. However character witnesses claim Itu was a kind, reliable, sober and experienced fisherman who was highly unlikely to have fallen overboard. After a month of debate, his body was finally sent home to his family who made note of his bruising and abused appearance. They believe he was beaten to death.",TRUE,NA,NA,NA,NA,NA,NA,https://www.humanrightsatsea.org/wp-content/uploads/2019/01/HRAS_Case_Study_Fiji_Killing_of_Fesaitu_Raimkau_Jan_19-SECURED.pdf,NA,NA,NA,NA,416004553,2016,TWN,drifting_longlines
173,Restriction of movement | Physical and sexual violence,"A crew member died while locked up aboard the Japanese longliner Chokyu Maru No. 78. He was being guarded by two other crew members and locked in a shower. Reports conflict as to the reason for his being locked up - official documents claim he was being violent, but other reports",TRUE,TRUE,FALSE,NA,NA,NA,NA,http://maritime-connector.com/news/security-and-piracy/man-dies-in-ship-lock-up/,https://www.aissat.com/crew-member-dies-locked-on-his-ship/,NA,NA,NA,431602130,2012,JPN,drifting_longlines
176,Abusive working and living conditions | Physical and sexual violence,"This article was translated, so some caution should be taken in interpretation. Two Fijian fisherman were rescued by the Phillipine embassy in Buenos Aires, August 2017, after being abused on the Chinese fishing vessel Lu Qing Yuan Yu 206.",TRUE,TRUE,FALSE,NA,NA,NA,NA,https://www.abante.com.ph/2-inabusong-pinoy-seafarers-nasagip.htm,NA,NA,NA,NA,412329687,2014,CHN,trawlers
176,Abusive working and living conditions | Physical and sexual violence,"This article was translated, so some caution should be taken in interpretation. Two Fijian fisherman were rescued by the Phillipine embassy in Buenos Aires, August 2017, after being abused on the Chinese fishing vessel Lu Qing Yuan Yu 206.",TRUE,TRUE,FALSE,NA,NA,NA,NA,https://www.abante.com.ph/2-inabusong-pinoy-seafarers-nasagip.htm,NA,NA,NA,NA,412329687,2015,CHN,trawlers
176,Abusive working and living conditions | Physical and sexual violence,"This article was translated, so some caution should be taken in interpretation. Two Fijian fisherman were rescued by the Phillipine embassy in Buenos Aires, August 2017, after being abused on the Chinese fishing vessel Lu Qing Yuan Yu 206.",TRUE,TRUE,FALSE,NA,NA,NA,NA,https://www.abante.com.ph/2-inabusong-pinoy-seafarers-nasagip.htm,NA,NA,NA,NA,412329687,2016,CHN,trawlers
179,Abusive working and living conditions,There is only a vague allusion to labour abuse aboard the Korean vessel Tong Young No.808.,NA,TRUE,FALSE,NA,NA,NA,NA,https://www.fis.com/fis/worldnews/worldnews.asp?monthyear=&day=7&id=82827&l=e&special=0&ndb=0,NA,NA,NA,NA,440652000,2012,KOR,squid_jigger
179,Abusive working and living conditions,There is only a vague allusion to labour abuse aboard the Korean vessel Tong Young No.808.,NA,TRUE,FALSE,NA,NA,NA,NA,https://www.fis.com/fis/worldnews/worldnews.asp?monthyear=&day=7&id=82827&l=e&special=0&ndb=0,NA,NA,NA,NA,440652000,2013,KOR,squid_jigger
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2013,TWN,drifting_longlines
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2014,TWN,drifting_longlines
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2015,TWN,drifting_longlines
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2016,TWN,drifting_longlines
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2017,TWN,drifting_longlines
188,Physical and sexual violence,"According to Taiwan’s Fisheries Agency, a fight broke out aboard the Chinese fishing vessel Wen Peng about 900 nautical miles off the south coast of Sri Lanka. The conflict was between fishermen and the boat’s chief officer who allegedly killed one Filipino and one Indonesian crew member. Six other foreign crew members were reportedly forced to jump into the sea and were never found, are presumed dead.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.maritime-executive.com/editorials/the-danger-to-taiwan-s-high-seas-fishermen,NA,NA,NA,NA,416243500,2018,TWN,drifting_longlines
193,Abusive working and living conditions | Withholding of wages,need to add,TRUE,TRUE,FALSE,FALSE,NA,NA,TRUE,https://static1.squarespace.com/static/566ef8b4d8af107232d5358a/t/5d7022301845f300016ee532/1567629912450/Strings+Attached.pdf,https://perma.cc/3SA7-UG73,NA,NA,NA,416180800,2015,TWN,drifting_longlines
193,Abusive working and living conditions | Withholding of wages,need to add,TRUE,TRUE,FALSE,FALSE,NA,NA,TRUE,https://static1.squarespace.com/static/566ef8b4d8af107232d5358a/t/5d7022301845f300016ee532/1567629912450/Strings+Attached.pdf,https://perma.cc/3SA7-UG73,NA,NA,NA,416180800,2016,TWN,drifting_longlines
193,Abusive working and living conditions | Withholding of wages,need to add,TRUE,TRUE,FALSE,FALSE,NA,NA,TRUE,https://static1.squarespace.com/static/566ef8b4d8af107232d5358a/t/5d7022301845f300016ee532/1567629912450/Strings+Attached.pdf,https://perma.cc/3SA7-UG73,NA,NA,NA,416180800,2017,TWN,drifting_longlines
